hillnumber, hillname, region, parent, classification, metres, feet, gridref, gridref10, colgridref, colheight, drop, feature, observations, survey, revision, comments, map50, map25, xcoord, ycoord, latitude, longitude, country, climbed, tumponly,Ma,Ma=,Hu,Hu=,Tu,Sim,5,M,MT,F,C,G,D,DT,Hew,N,Dew,DDew,HF,4,3,2,1,0,W,WO,B,Sy,Fel,CoH,CoA,CoU,CoL,SIB,sMa,sHu,sSim,s5,s4,Mur,CT,GT,DN,BL,Bg,T100,xMT,xC,xG,xN,xDT,O,Un,P600,P500
17558,"Shaptor Rock","40",2877,"2","268","879","SX809808","SX 80970 80882","SX809814","236","32","granite slab","","","2012-01-20","","191","OL44 110","280967","80876","50.615402","-3.683863","E","",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17559,"Way Down","40",2877,"2","267","876","SX684889","SX 68465 88914","SX689901","218","49","no feature: crest of rise S of hedge","","","2012-01-20","","191","OL28N","268462","88908","50.684907","-3.86338","E","",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17560,"Piddledown Common","40",2877,"2","265","869","SX729901","","SX718910","217","48","","","","2015-02-08","","191","OL28N 113","272900","90100","50.696608","-3.801003","E","",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17561,"Burley Down","40",2877,"2","264","866","SX489865","","SX487858","218","46","","","","2012-01-20","","191 201","112","248900","86500","50.658513","-4.139124","E","",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17562,"Tresparrett Down","40",2881,"2","263","863","SX134932","SX 13419 93214","SX150919","198","65","rim of tumulus","","Abney level","2015-02-14","","190","111","213416","93208","50.708484","-4.644024","E","",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17563,"Ball Hill","40",2877,"2","257","843","SX625962","SX 62601 96261","SX627956","227","30","hedgerow","","","2014-08-07","","191","113","262598","96255","50.749584","-3.949078","E","",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17564,"Tredarrup Hill","40",2881,"2","256","840","SX194904","","SX188896","223","33","","","","2012-01-20","","190","111","219400","90400","50.685147","-4.557991","E","",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17565,"Broadmoor Common","40",2877,"2","247","810","SX754900","","SX750900","216","31","","","","2015-02-09","","191","OL28N 113","275400","90000","50.696251","-3.765588","E","",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17566,"Little Haldon","40",2877,"2","247","810","SX916752","","SX912780","172","75","","","","2015-02-08","","192","OL44 110","291600","75200","50.566450","-3.531972","E","",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17567,"Trendrine Hill","40",2887,"2","247","810","SW478387","","SW444353","184","63","","","","2012-01-20","","203","102","147800","38700","50.194472","-5.535023","E","",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17568,"Ashburton Down","40",2877,"2","241","791","SX761722","","SX763728","197","44","","","","2012-01-20","","191","OL28S","276100","72200","50.536401","-3.749735","E","",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17569,"Hendon Moor","40",2877,"2","233","764","SS260182","","SS405025","146","87","","","","2014-04-07","ground at base of covered reservoir 150m W is probably lower","190","126","226000","118200","50.936923","-4.477838","E","",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17570,"Carn Marth","40",2886,"2","235","771","SW715408","SW 71513 40843","SW709405","175","60","trig point","embedded rock 10m NE and knoll 65m ESE at SW 71583 40826 may be as high","","2012-01-20","","203","104","171510","40837","50.223283","-5.204677","E","",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17571,"Hangman's Barrow","40",2886,"2","235","771","SW673366","SW 67340 36673","SW677370","204","31","tumulus","","","2012-01-20","","203","103 104","167337","36666","50.184213","-5.260527","E","",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17572,"Rushford Tower","40",2877,"Un","234","768","SX702890","","SX700890","206","28","","","","2014-02-14","Deleted from Tumps list Feb 2014","191","OL28N","270200","89000","50.686124","-3.838825","E","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
17573,"Green Down","40",2877,"2","235","771","SX713696","SX 71356 69642","SX706696","191","44","no feature","level summit area","Abney level","2015-02-14","","202","OL28S","271353","69636","50.512328","-3.815798","E","",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17574,"Hanger Down","40",2877,"2","233","764","SX619589","SX 61916 58954","SX623598","198","35","no feature: pasture","rocks 30m W at SX 61882 58950 are higher but unnatural","Abney level","2012-01-20","","202","OL20W OL28S","261913","58948","50.414111","-3.944917","E","",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17575,"Ideford Common","40",2877,"2","233","764","SX905788","","SX899806","202","31","","","","2014-08-07","","192","OL44 110","290500","78800","50.598607","-3.548560","E","",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17576,"Bursdon Moor","40",2877,"2","228","748","SS267196","SS 26749 19637","SS271188","178","50","no feature","40m S of signboard","Seco 2x Hand Level","2012-01-20","","190","126","226746","119631","50.950005","-4.467911","E","",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17577,"Carn Brea","40",2886,"2","228","748","SW683407","SW 68329 40714","SW683398","181","47","rock tor c10m SW of monument","rock tor 17m SW of monument at SW 68336 40722 may be as high","","2012-01-20","","203","104","168326","40708","50.220886","-5.249161","E","",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17578,"Rosewall Hill","40",2887,"2","227","745","SW487391","","SW487382","159","68","","","","2012-01-20","","203","102","148700","39100","50.198445","-5.522702","E","",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17579,"Belowda Beacon","40",19290,"2","227","745","SW971625","SW 97139 62541","SW976617","166","61","ground within 3m of trig point on tumulus","","Abney level","2012-01-20","","200","106","197136","62535","50.42753","-4.857584","E","",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17580,"Gormain Hill","40",2881,"2","227","745","SX226681","","SX227685","196","31","","","","2014-08-07","","201","109","222600","68100","50.485779","-4.502092","E","",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17581,"Bartinney Downs","40",2887,"2","224","735","SW394293","","SW395300","173","51","","","","2012-01-20","","203","102","139400","29300","50.106466","-5.646041","E","",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17582,"Boswens Common","40",2887,"2","224","735","SW401325","SW 40147 32595","SW409343","182","42","boulder","boulder 35m NE at SW 40178 32612 may be as high, ground 850m east at 224m spot height on 50k map and old maps could be as high or higher","","2015-02-14","","203","102","140144","32588","50.136305","-5.637898","E","",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17583,"Cotley Castle","40",2877,"2","223","732","SX859895","SX 85999 89522","SX858891","174","49","no feature","flat summit area","","2017-03-07","","191","OL44 110 114S","285996","89516","50.694076","-3.615472","E","",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17584,"Helsbury Castle","40",2881,"2","221","725","SX083795","SX 08358 79583","SX088801","186","35","large embedded boulder","","Abney level","2012-01-20","","200","109","208355","79577","50.584391","-4.708567","E","",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17585,"Mulfra Hill","40",2887,"2","221","725","SW450354","SW 45080 35456","SW450362","189","32","rock","flat summit area","","2015-02-14","","203","102","145077","35449","50.164126","-5.570921","E","",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17586,"Mapstone Hill","40",2877,"2","221","725","SX781820","","SX776825","189","32","","","","2012-01-20","","191","OL28N OL44 110","278100","82000","50.624913","-3.724740","E","",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17587,"Tregearedown Beacon","40",2881,"2","219","718","SX250868","SX 25053 86831","SX242865","172","47","no feature: pasture","summit area very flat","","2012-01-20","","201","111","225050","86825","50.654755","-4.476394","E","",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17588,"Pitton Hill","40",2877,"2","220","722","SX748949","","SX741937","188","32","","","","2014-02-14","","191","OL28N 113","274800","94900","50.740165","-3.775744","E","",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17589,"Crosshill","40",2877,"2","218","715","SX765945","","SX757937","177","41","","","","2015-02-08","","191","OL28N 113","276500","94500","50.736933","-3.751529","E","",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17590,"Parson's Plot Brake","40",2877,"2","217","712","SX874892","SX 87473 89209","SX866897","157","60","trig point","","","2012-01-20","","192","OL44 110 114S","287470","89203","50.691549","-3.594515","E","",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17591,"Burford Hill","40",2877,"2","217","712","SS299223","SS 29966 22306","SS280218","187","30","low mound","summit is on N side of road just E of farm entrance; flat summit area","","2018-06-07","","190","126","229963","122300","50.974943","-4.423403","E","",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17592,"Castle Downs","40",19290,"2","216","709","SW945623","SW 94552 62338","SW956628","149","67","tumulus","high point on inner ramparts 70m NNW at SW 94519 62397 is just lower","Abney level","2012-01-20","","200","106","194549","62332","50.424807","-4.893848","E","",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17593,"Melbury Hill","40",2877,"2","216","709","SS381195","","SS378201","176","40","","","","2012-01-20","","190","126","238100","119500","50.952128","-4.306356","E","",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17594,"Trevadlock Hill","40",2881,"2","216","709","SX269795","SX 26990 79542","SX246803","184","32","no feature: ground in field c40m NE of double gates","","Abney level","2012-01-20","","201","109","226987","79536","50.589843","-4.445617","E","",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17595,"Deveral Common","40",2887,"2","218","715","SW404309","SW 40413 30985","SW406317","186","32","earthwork","","","2016-07-06","","203","102","140410","30978","50.12197","-5.633088","E","",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17596,"Trink Hill","40",2887,"2","212","696","SW504371","","SW492380","150","62","","","","2012-01-20","","203","102","150400","37100","50.181211","-5.497615","E","",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17597,"St Stephen's Beacon","40",19290,"2","212","696","SW959545","SW 95975 54512","SW961547","177","35","grassy knoll by small tree","","","2016-12-23","","200","106","195972","54506","50.355009","-4.869591","E","",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17598,"Lanlivery Hill","40",19290,"2","210","689","SX071590","SX 07113 59063","SX044619","132","78","no feature: at edge of field","","","2015-10-23","","200","107","207110","59057","50.399649","-4.715538","E","",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17599,"Lobhill","40",2877,"2","210","689","SX457869","","SX472886","167","43","","","","2012-01-20","","201","112","245700","86900","50.661268","-4.184530","E","",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17600,"Helman Tor","40",19290,"2","210","689","SX062615","SX 06207 61581","SX071595","174","36","tor: 2m SW of trig point","","obvious summit","2015-02-21","","200","107","206204","61575","50.42197","-4.729572","E","",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17601,"Bury Down","40",2881,"2","209","686","SX192594","","SX199648","134","75","","","","2015-03-15","","201","107","219200","59400","50.406575","-4.545772","E","",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17602,"Huntshaw Hill","40",2877,"2","209","686","SS532221","","SS625066","143","66","","","","2015-02-08","","180","127 139","253200","122100","50.979538","-4.092587","E","",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17603,"Newhouse Moor","40",2877,"2","209","686","SX842924","SX 84267 92425","SX850920","178","31","no feature: pasture","","","2012-01-20","","191","114S","284264","92419","50.719829","-3.640894","E","",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17604,"Boreston Hill","40",2877,"2","208","682","SX763539","","SX767528","172","36","","","","2014-06-22","","202","OL20E","276300","53900","50.371941","-3.740867","E","",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17605,"Burrington Moor","40",2877,"2","207","679","SS608165","","SS553208","159","48","","","","2012-01-20","","180","127","260800","116500","50.931100","-3.982250","E","",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17606,"Rame Common","40",2886,"2","206","676","SW727338","","SW714345","171","35","","","","2015-03-15","","204","103","172700","33800","50.160556","-5.183815","E","",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17607,"Ramshorn Down","40",2877,"2","204","669","SX792739","SX 79265 73940","SX790741","173","31","no feature: grass","E top is slightly lower","Abney level","2014-08-07","","191","OL44 110","279262","73934","50.552649","-3.705695","E","",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17608,"Crift Downs","40",19290,"2","206","676","SX068600","SX 06879 60018","SX062613","176","30","no feature: pasture","","Abney level","2016-12-23","","200","107","206876","60012","50.408151","-4.719318","E","",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17609,"Fraddon Down","40",19290,"2","222","728","SW921581","SW 92108 58123","SW917574","180","42","ground on NW side of track","ground 50m SSW on N side of comms compound at SW 92089 58076 could be as high","Abney level","2016-12-23","","200","106","192105","58117","50.386089","-4.925875","E","",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17610,"Morewelldown","40",2877,"2","204","669","SX456713","SX 45640 71362","SX436766","151","53","low mound in open pine forest","large level summit area","","2015-02-08","","201","108","245637","71356","50.521565","-4.178957","E","",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17611,"Staddon Moor","40",2877,"2","205","673","SS683024","","SS671006","154","51","","","","2015-02-08","summit moved from SS675023 January 2015","191","113","268300","102400","50.806135","-3.870503","E","",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17612,"Penvivian Downs","40",19290,"2","202","663","SX067632","SX 06707 63209","SX071621","135","67","no feature: scrub","large inclined boulder 30m SSW at SX 06695 63181 is probably higher but (ancient) man made; flat summit area","","2015-10-23","","200","107","206704","63203","50.436759","-4.723381","E","",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17613,"Hollacombe Hill","40",2877,"2","202","663","SS386036","SS 38702 03618","SS366063","147","55","no feature: pasture","flat summit area","","2017-12-13","","190","112","238699","103612","50.809539","-4.290819","E","",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17614,"Viverdon Down","40",2883,"2","202","663","SX381674","","SX376679","172","30","","","","2012-01-20","","201","108","238100","67400","50.483979","-4.283484","E","",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17615,"Trencrom Hill","40",2887,"1","176","577","SW518362","SW 51806 36231","SW513364","129","47","rock tor","","Abney level","2015-02-14","","203","102","151803","36224","50.173939","-5.477431","E","",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17616,"Bulkamore Hill","40",2877,"2","200","656","SX749629","","SX731624","162","38","","","","2012-01-20","","202","OL20E OL28S","274900","62900","50.452547","-3.763545","E","",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17617,"Blackdown Camp","40",2877,"1","199","653","SX718521","","SX690560","137","62","","","","2012-01-20","","202","OL20E","271800","52100","50.354797","-3.803502","E","",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17618,"Holne Chase","40",2877,"1","198","650","SX723716","","SX718709","148","50","","","","2012-01-20","","202","OL28S","272300","71600","50.530189","-3.803125","E","",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17619,"Carn Brea","40",2887,"1","198","650","SW385280","SW 38595 28075","SW389283","168","30","ground by ruins","","","2014-03-21","","203","102","138592","28068","50.095054","-5.656476","E","",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17620,"Higher Bury","40",2877,"1","197","646","SX797957","","SX785937","146","51","","","","2012-01-20","","191","OL28N 113","279700","95700","50.748392","-3.706595","E","",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17621,"Bickleigh Brake","40",2877,"1","199","653","SX784535","","SX800529","161","38","","","","2014-11-11","moved from Blackawton Hill November 2014","202","OL20E","278400","53500","50.368783","-3.711220","E","",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17622,"Home Gate Hill","40",2877,"1","197","646","SX824919","","SX829926","162","35","","","","2012-01-20","","191","114S","282400","91900","50.714788","-3.667126","E","",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17623,"Cadford Moors","40",2877,"1","196","643","SS655084","","SS587111","151","45","","","","2012-01-20","","191","113","265500","108400","50.859417","-3.912422","E","",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17624,"Bowdown Cross","40",2877,"1","196","643","SX725624","","SX714631","165","31","","","","2012-01-20","","202","OL20E OL28S","272500","62400","50.447536","-3.797165","E","",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17625,"Thorne Moor","40",2877,"1","195","640","SS411162","","SS373181","156","39","","","","2015-02-08","ground 100m WSW of trig point likely to be highest position","180 190","126","241100","116200","50.923311","-4.262241","E","",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
